,title
335,"Limitations of Biodiversity Databases: Case Study on Seed-Plant Diversity in Tenerife, Canary Islands"
336,"Utilization of Freshwater Fish Biodiversity as Income Source of Poor Rural People (Case Study in Pampangan Subdistrict of South Sumatra Province, Indonesia)"
337,Intact Faunal Assemblages in the Modern Era
338,Sweat bees on hot chillies: provision of pollination services by native bees in traditional slash-and-burn agriculture in the Yucat an Peninsula of tropical Mexico
339,
340,Shallow-water sponge grounds along the Apulian coast (central Mediterranean Sea)
341,Invasive Africanized honeybees change the structure of native pollination networks in Brazil
342,Observed and dark diversity of alien plant species in Europe: estimating future invasion risk
343,The role of thermal physiology in recent declines of birds in a biodiversity hotspot
344,Setting evolutionary-based conservation priorities for a phylogenetically data-poor taxonomic group (Scleractinia)
345,
346,An overview of biodiversity and conservation status of steppes of the Anatolian Biogeographical Region
347,Sampling termite assemblages in tropical forests: testing a rapid biodiversity assessment protocol
348,Models of alien species richness show moderate predictive accuracy and poor transferability Models of alien species richness show moderate predictive accuracy and poor transferability Advancing research on alien species and biological invasions
349,"Systematics and Biodiversity Marine diatom assemblages of the Nosy Be Island coasts, NW Madagascar: species composition and biodiversity using molecular and morphological taxonomy View supplementary material"
350,Abundance and Species Composition Surveys of Macroalgal Blooms in Rhode Island Salt Marshes
351,"Spatial genetic variation and habitat association of Rhinichthys cataractae, the longnose dace, in the Driftless Area of the upper Mississippi River basin"
352,Biodiversity Explosion: Collembola (Springtails) of Great Smoky Mountains National Park
353,Ecophysiology of the New Zealand Mudsnail Effects of osmotic and thermal shock on the invasive aquatic mudsnail Potamopyrgus antipodarum: mortality and physiology under stressful conditions Advancing research on alien species and biological invasions
354,Indirect leakage leads to a failure of avoided loss biodiversity offsetting
355,
356,PRACTITIONER&apos;S PERSPECTIVE A partnership approach to addressing applied ecological research needs of an oil and gas business
357,Non-native and native organisms moving into high elevation and high latitude ecosystems in an era of climate change: new challenges for ecology and conservation
358,Incorporating dynamic distributions into spatial prioritization
359,The integration of biodiversity conservation with oil and gas exploration in sensitive tropical environments
360,"Pokémon Go: Benefits, Costs, and Lessons for the Conservation Movement"
361,Cost-Efficiency of Decaying Wood as a Surrogate for Overall Species Richness in Boreal Forests
362,Brazilian Protected Areas 612
363,Life-history traits of non-native fishes in Iberian watersheds across several invasion stages: a first approach
364,Effects of human demand on conservation planning for biodiversity and ecosystem services
365,Alpine treasures -Austrian endemic arachnids in Gesäuse National Park
366,Dry and wet periods drive rapid shifts in community assembly in an estuarine ecosystem
367,Parent tree distance-dependent recruitment limitation of native and exotic invasive seedlings in urban forests
368,
369,Spider assemblages within greenspaces of a deindustrialized urban landscape
370,Additive Partitioning of Species Diversity across Multiple Spatial Scales: Implications for Regional Conservation of Biodiversity
371,Amazonian biodiversity: assessing conservation priorities with taxonomic data
372,Diversity and floristic patterns of mediterranean grasslands: the relative influence of environmental and land management factors
373,Effects of ecotourism on forest loss in the Himalayan biodiversity hotspot based on counterfactual analyses
374,Simulating the effects of different spatio-temporal fire regimes on plant metapopulation persistence in a Mediterranean-type region
375,"Exploring and conserving a &quot;microcosm&quot;: whole-population genetic characterization within a refugial area of the endemic, relict conifer Picea omorika"
376,Recovery of meiofauna following a short-term disturbance on coral reefs
377,Patterns of movement and dispersal in an endangered damselfly and the consequences for its management
378,Evaluating the sufficiency of protected lands for maintaining wildlife population connectivity in the U.S. northern Rocky Mountains A Journal of Conservation Biogeography Diversity and Distributions
379,"Revisiting species boundaries and distribution ranges of Nemacheilus spp. (Cypriniformes: Nemacheilidae) and Rasbora spp. (Cypriniformes: Cyprinidae) in Java, Bali and Lombok through DNA barcodes: implications for conservation in a biodiversity hotspot"
380,Identifying recorder-induced geographic bias in an Iberian butterfly database
381,Noah&apos;s arks in the XXI century. A typology of seed banks
382,The importance of long-term surveys on species introductions in Maritime Antarctica: first detection of Ceratophysella succinea (Collembola: Hypogastruridae)
383,Effects of climate on spider beta diversity across different Mediterranean habitat types
384,Effect of coffee agriculture management on the population structure of a forest dwelling rodent (Heteromys desmarestianus goldmani)
385,Long-term consequences of mechanical fuel management for the conservation of Mediterranean forest herb communities
386,-NC-ND 4.0
387,Translocation of imperiled species under changing climates
388,"Endemism, diversity, and the threat of tropical moist forest extinctions"
389,Long-term change of ant community structure in cacao agroforestry landscapes in Indonesia
390,"A story of data won, data lost and data re-found: the realities of ecological data preservation"
391,Contribution by farmers&apos; survival strategies to soil erosion in the Linthipe River Catchment: implications for biodiversity conservation in Lake Malawi / Nyasa
392,"Evaluating Private Land Conservation in the Cape Lowlands, South Africa"
393,
394,Rare and infrequent southern African grasses: assessing their conservation status and understanding their biology
